$0;1704998672775776504;1.15-SNAPSHOT;KIEKER;0db502b57f13;1;false;0;NANOSECONDS;0
$1;1704998688624612943;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688624612312;1704998688624612412;0db502b57f13;62;5
$1;1704998688624614726;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688624593055;1704998688624614335;0db502b57f13;60;4
$1;1704998688624622030;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688624588847;1704998688624621619;0db502b57f13;59;3
$1;1704998688624640165;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688624639143;1704998688624639293;0db502b57f13;65;5
$1;1704998688624643821;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688624643250;1704998688624643341;0db502b57f13;66;5
$1;1704998688624645354;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688624628973;1704998688624645094;0db502b57f13;64;4
$1;1704998688624651165;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688624624685;1704998688624650755;0db502b57f13;63;3
$1;1704998688624667687;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688624666625;1704998688624666825;0db502b57f13;69;5
$1;1704998688624670081;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688624669681;1704998688624669781;0db502b57f13;70;5
$1;1704998688624671574;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688624657517;1704998688624671133;0db502b57f13;68;4
$1;1704998688624677115;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688624653450;1704998688624676544;0db502b57f13;67;3
$1;1704998688624696451;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688624695430;1704998688624695570;0db502b57f13;73;5
$1;1704998688624700950;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688624700299;1704998688624700419;0db502b57f13;74;5
$1;1704998688624702904;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688624684569;1704998688624702072;0db502b57f13;72;4
$1;1704998688624708424;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688624680070;1704998688624708084;0db502b57f13;71;3
$1;1704998688624727771;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688624726989;1704998688624727210;0db502b57f13;77;5
$1;1704998688624730326;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688624729755;1704998688624729905;0db502b57f13;78;5
$1;1704998688624763308;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688624717712;1704998688624762056;0db502b57f13;76;4
$1;1704998688624772386;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688624712251;1704998688624771524;0db502b57f13;75;3
$1;1704998688624864377;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505680;1704998688624861321;1704998688624861832;0db502b57f13;76;5
$1;1704998688624871230;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505680;1704998688624870538;1704998688624870709;0db502b57f13;77;5
$1;1704998688624914372;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505680;1704998688624387145;1704998688624913570;0db502b57f13;75;4
$1;1704998688624920774;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505680;1704998688624382446;1704998688624920032;0db502b57f13;74;3
$1;1704998688624957794;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505680;1704998688624956872;1704998688624957123;0db502b57f13;80;5
$1;1704998688624960249;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505680;1704998688624959888;1704998688624959998;0db502b57f13;81;5
$1;1704998688624987521;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505680;1704998688624935993;1704998688624986950;0db502b57f13;79;4
$1;1704998688624992089;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505680;1704998688624927306;1704998688624991649;0db502b57f13;78;3
$1;1704998688625017097;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getProductImages(java.util.HashMap);<no-session-id>;154670499702505680;1704998688623819906;1704998688625016245;0db502b57f13;69;2
$1;1704998688625029813;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625027318;1704998688625027920;0db502b57f13;81;5
$1;1704998688625036786;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625035714;1704998688625035885;0db502b57f13;82;5
$1;1704998688625039502;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688624784599;1704998688625039041;0db502b57f13;80;4
$1;1704998688625046846;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688624778077;1704998688625046505;0db502b57f13;79;3
$1;1704998688625071222;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625069579;1704998688625069769;0db502b57f13;85;5
$1;1704998688625073687;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625073105;1704998688625073206;0db502b57f13;86;5
$1;1704998688625074799;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625059249;1704998688625074568;0db502b57f13;84;4
$1;1704998688625080710;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625052937;1704998688625080389;0db502b57f13;83;3
$1;1704998688625097231;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625096650;1704998688625096760;0db502b57f13;89;5
$1;1704998688625100658;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625100067;1704998688625100157;0db502b57f13;90;5
$1;1704998688625101690;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625086461;1704998688625101419;0db502b57f13;88;4
$1;1704998688625105908;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625083385;1704998688625105597;0db502b57f13;87;3
$1;1704998688625120115;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625119474;1704998688625119574;0db502b57f13;93;5
$1;1704998688625122459;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625122109;1704998688625122189;0db502b57f13;94;5
$1;1704998688625123551;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625111729;1704998688625123231;0db502b57f13;92;4
$1;1704998688625128891;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625108062;1704998688625128511;0db502b57f13;91;3
$1;1704998688625141696;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625141165;1704998688625141265;0db502b57f13;97;5
$1;1704998688625143820;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625143429;1704998688625143519;0db502b57f13;98;5
$1;1704998688625144681;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625133560;1704998688625144431;0db502b57f13;96;4
$1;1704998688625151354;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625130865;1704998688625150673;0db502b57f13;95;3
$1;1704998688625270612;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625268087;1704998688625268668;0db502b57f13;101;5
$1;1704998688625275181;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625274449;1704998688625274620;0db502b57f13;102;5
$1;1704998688625277695;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625156474;1704998688625277415;0db502b57f13;100;4
$1;1704998688625284909;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625153658;1704998688625284368;0db502b57f13;99;3
$1;1704998688625309646;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625309015;1704998688625309175;0db502b57f13;105;5
$1;1704998688625312982;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625312491;1704998688625312642;0db502b57f13;106;5
$1;1704998688625313904;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625299537;1704998688625313644;0db502b57f13;104;4
$1;1704998688625319314;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625292373;1704998688625319094;0db502b57f13;103;3
$1;1704998688625350173;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625349341;1704998688625349462;0db502b57f13;109;5
$1;1704998688625352568;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625352247;1704998688625352347;0db502b57f13;110;5
$1;1704998688625353499;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625326468;1704998688625353289;0db502b57f13;108;4
$1;1704998688625360483;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625321969;1704998688625359982;0db502b57f13;107;3
$1;1704998688625373307;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625372766;1704998688625372856;0db502b57f13;113;5
$1;1704998688625375181;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625374860;1704998688625374940;0db502b57f13;114;5
$1;1704998688625376182;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625365683;1704998688625375902;0db502b57f13;112;4
$1;1704998688625393455;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625362356;1704998688625393125;0db502b57f13;111;3
$1;1704998688625406861;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625406370;1704998688625406480;0db502b57f13;117;5
$1;1704998688625410357;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625409866;1704998688625409977;0db502b57f13;118;5
$1;1704998688625411209;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625399126;1704998688625411009;0db502b57f13;116;4
$1;1704998688625416229;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625395549;1704998688625415988;0db502b57f13;115;3
$1;1704998688625428231;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625427740;1704998688625427831;0db502b57f13;121;5
$1;1704998688625430015;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625429664;1704998688625429754;0db502b57f13;122;5
$1;1704998688625431057;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625420947;1704998688625430856;0db502b57f13;120;4
$1;1704998688625436186;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625417942;1704998688625435936;0db502b57f13;119;3
$1;1704998688625644888;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625642594;1704998688625642954;0db502b57f13;125;5
$1;1704998688625649687;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625649116;1704998688625649236;0db502b57f13;126;5
$1;1704998688625652803;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625556133;1704998688625652212;0db502b57f13;124;4
$1;1704998688625659947;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625546174;1704998688625659596;0db502b57f13;123;3
$1;1704998688625683912;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625683151;1704998688625683331;0db502b57f13;129;5
$1;1704998688625686407;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688625685976;1704998688625686066;0db502b57f13;130;5
$1;1704998688625687699;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688625671869;1704998688625687429;0db502b57f13;128;4
$1;1704998688625694051;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688625665267;1704998688625693771;0db502b57f13;127;3
$1;1704998688625706595;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getProductImages(java.util.HashMap);<no-session-id>;154670499702505683;1704998688623819684;1704998688625706144;0db502b57f13;50;2
$1;1704998688638372841;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688638355448;1704998688638358785;0db502b57f13;135;5
$1;1704998688638392198;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505683;1704998688638391126;1704998688638391216;0db502b57f13;136;5
$1;1704998688638402618;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505683;1704998688638161109;1704998688638401476;0db502b57f13;134;4
$1;1704998688638426704;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505683;1704998688638057452;1704998688638425862;0db502b57f13;133;3
$1;1704998688638479915;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getWebUIImages(java.util.HashMap);<no-session-id>;154670499702505683;1704998688637892158;1704998688638476839;0db502b57f13;132;2
$1;1704998688655436828;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505681;1704998688655428192;1704998688655429625;0db502b57f13;76;5
$1;1704998688655449132;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505681;1704998688655448350;1704998688655448500;0db502b57f13;77;5
$1;1704998688655454281;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505681;1704998688655306050;1704998688655453861;0db502b57f13;75;4
$1;1704998688655467927;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505681;1704998688655267967;1704998688655467607;0db502b57f13;74;3
$1;1704998688655548390;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505681;1704998688655546106;1704998688655546517;0db502b57f13;80;5
$1;1704998688655552268;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505681;1704998688655552027;1704998688655552097;0db502b57f13;81;5
$1;1704998688655553650;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505681;1704998688655483607;1704998688655553490;0db502b57f13;79;4
$1;1704998688655561876;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505681;1704998688655474079;1704998688655561395;0db502b57f13;78;3
$1;1704998688655618243;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505681;1704998688655617411;1704998688655617522;0db502b57f13;84;5
$1;1704998688655624725;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505681;1704998688655624455;1704998688655624525;0db502b57f13;85;5
$1;1704998688655625937;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505681;1704998688655577005;1704998688655625787;0db502b57f13;83;4
$1;1704998688655631157;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505681;1704998688655568228;1704998688655630867;0db502b57f13;82;3
$1;1704998688655658580;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getProductImages(java.util.HashMap);<no-session-id>;154670499702505681;1704998688655016556;1704998688655658299;0db502b57f13;73;2
$1;1704998688659862954;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688659848026;1704998688659851202;0db502b57f13;53;5
$1;1704998688659886239;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688659885768;1704998688659885878;0db502b57f13;54;5
$1;1704998688659898893;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505684;1704998688659798051;1704998688659898312;0db502b57f13;52;4
$1;1704998688659921896;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505684;1704998688659740502;1704998688659921305;0db502b57f13;51;3
$1;1704998688660001628;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688659996989;1704998688659997340;0db502b57f13;57;5
$1;1704998688660009152;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660008451;1704998688660008561;0db502b57f13;58;5
$1;1704998688660016206;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505684;1704998688659974847;1704998688660015604;0db502b57f13;56;4
$1;1704998688660024030;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505684;1704998688659958766;1704998688660023379;0db502b57f13;55;3
$1;1704998688660042836;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660042075;1704998688660042265;0db502b57f13;61;5
$1;1704998688660044890;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660044640;1704998688660044700;0db502b57f13;62;5
$1;1704998688660047194;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505684;1704998688660034831;1704998688660047024;0db502b57f13;60;4
$1;1704998688660053977;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505684;1704998688660029000;1704998688660053006;0db502b57f13;59;3
$1;1704998688660064217;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660063786;1704998688660063866;0db502b57f13;65;5
$1;1704998688660068445;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660068144;1704998688660068204;0db502b57f13;66;5
$1;1704998688660069687;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505684;1704998688660060109;1704998688660069537;0db502b57f13;64;4
$1;1704998688660083624;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505684;1704998688660055751;1704998688660083383;0db502b57f13;63;3
$1;1704998688660192410;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660191388;1704998688660191469;0db502b57f13;69;5
$1;1704998688660195206;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660194765;1704998688660194835;0db502b57f13;70;5
$1;1704998688660196127;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505684;1704998688660087471;1704998688660195977;0db502b57f13;68;4
$1;1704998688660203211;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505684;1704998688660085317;1704998688660202800;0db502b57f13;67;3
$1;1704998688660212669;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660212258;1704998688660212348;0db502b57f13;73;5
$1;1704998688660214783;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660214562;1704998688660214623;0db502b57f13;74;5
$1;1704998688660215644;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505684;1704998688660207459;1704998688660215504;0db502b57f13;72;4
$1;1704998688660221896;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505684;1704998688660204814;1704998688660220945;0db502b57f13;71;3
$1;1704998688660229000;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660228649;1704998688660228729;0db502b57f13;77;5
$1;1704998688660231124;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660230603;1704998688660230663;0db502b57f13;78;5
$1;1704998688660232607;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505684;1704998688660225042;1704998688660232456;0db502b57f13;76;4
$1;1704998688660238277;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505684;1704998688660223089;1704998688660237777;0db502b57f13;75;3
$1;1704998688660246423;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660246102;1704998688660246183;0db502b57f13;81;5
$1;1704998688660248186;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660247735;1704998688660247796;0db502b57f13;82;5
$1;1704998688660248797;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;154670499702505684;1704998688660242425;1704998688660248657;0db502b57f13;80;4
$1;1704998688660257694;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;154670499702505684;1704998688660239640;1704998688660257284;0db502b57f13;79;3
$1;1704998688660265750;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660265339;1704998688660265409;0db502b57f13;85;5
$1;1704998688660268785;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;154670499702505684;1704998688660268014;1704998688660268074;0db502b57f13;86;5
