$0;1704587733148360900;1.15.2;KIEKER;Zenbook-Flip-14;1;false;0;NANOSECONDS;0
$1;1704587738907433800;public kieker.examples.monitoring.application.CRM.<init>(kieker.examples.monitoring.application.Catalog);<no-session-id>;7110480124176236549;1704587738907428700;1704587738907432300;Zenbook-Flip-14;3;2
$1;1704587738907439900;public kieker.examples.monitoring.application.Bookstore.<init>();<no-session-id>;7110480124176236549;1704587738907371800;1704587738907438800;Zenbook-Flip-14;1;1
$1;1704587738908857500;public void kieker.examples.monitoring.application.Catalog.getBook(boolean);<no-session-id>;7110480124176236549;1704587738907455600;1704587738908854200;Zenbook-Flip-14;5;2
$1;1704587738911862700;public void kieker.examples.monitoring.application.Catalog.getBook(boolean);<no-session-id>;7110480124176236549;1704587738908879700;1704587738911858200;Zenbook-Flip-14;7;3
$1;1704587738911894500;public void kieker.examples.monitoring.application.CRM.getOffers();<no-session-id>;7110480124176236549;1704587738908872200;1704587738911892200;Zenbook-Flip-14;6;2
$1;1704587738911903100;public void kieker.examples.monitoring.application.Bookstore.searchBook();<no-session-id>;7110480124176236549;1704587738907448200;1704587738911900300;Zenbook-Flip-14;4;1
$1;1704587738911909700;public static void kieker.examples.monitoring.application.Main.main(java.lang.String[]);<no-session-id>;7110480124176236549;1704587738907355700;1704587738911908100;Zenbook-Flip-14;0;0
$1;1704587740404134400;public kieker.examples.monitoring.application.Catalog.<init>();<no-session-id>;7110480124176236550;1704587740404121300;1704587740404127100;Zenbook-Flip-14;2;2
$1;1704587740404163900;public kieker.examples.monitoring.application.CRM.<init>(kieker.examples.monitoring.application.Catalog);<no-session-id>;7110480124176236550;1704587740404158900;1704587740404162400;Zenbook-Flip-14;3;2
$1;1704587740404170800;public kieker.examples.monitoring.application.Bookstore.<init>();<no-session-id>;7110480124176236550;1704587740404117100;1704587740404169600;Zenbook-Flip-14;1;1
$1;1704587740405813600;public void kieker.examples.monitoring.application.Catalog.getBook(boolean);<no-session-id>;7110480124176236550;1704587740404182100;1704587740405810200;Zenbook-Flip-14;5;2
$1;1704587740408544900;public void kieker.examples.monitoring.application.Catalog.getBook(boolean);<no-session-id>;7110480124176236550;1704587740405831500;1704587740408541500;Zenbook-Flip-14;7;3
$1;1704587740408558900;public void kieker.examples.monitoring.application.CRM.getOffers();<no-session-id>;7110480124176236550;1704587740405827100;1704587740408557300;Zenbook-Flip-14;6;2
$1;1704587740408570200;public void kieker.examples.monitoring.application.Bookstore.searchBook();<no-session-id>;7110480124176236550;1704587740404176300;1704587740408568400;Zenbook-Flip-14;4;1
$1;1704587740408577200;public static void kieker.examples.monitoring.application.Main.main(java.lang.String[]);<no-session-id>;7110480124176236550;1704587740404106500;1704587740408575800;Zenbook-Flip-14;0;0
$1;1704587741908821400;public kieker.examples.monitoring.application.Catalog.<init>();<no-session-id>;7110480124176236551;1704587741908810300;1704587741908816300;Zenbook-Flip-14;2;2
$1;1704587741908849100;public kieker.examples.monitoring.application.CRM.<init>(kieker.examples.monitoring.application.Catalog);<no-session-id>;7110480124176236551;1704587741908844700;1704587741908847600;Zenbook-Flip-14;3;2
$1;1704587741908855900;public kieker.examples.monitoring.application.Bookstore.<init>();<no-session-id>;7110480124176236551;1704587741908805800;1704587741908854600;Zenbook-Flip-14;1;1
$1;1704587741911177500;public void kieker.examples.monitoring.application.Catalog.getBook(boolean);<no-session-id>;7110480124176236551;1704587741908866400;1704587741911173800;Zenbook-Flip-14;5;2
$1;1704587741913169500;public void kieker.examples.monitoring.application.Catalog.getBook(boolean);<no-session-id>;7110480124176236551;1704587741911198200;1704587741913165700;Zenbook-Flip-14;7;3
$1;1704587741913183500;public void kieker.examples.monitoring.application.CRM.getOffers();<no-session-id>;7110480124176236551;1704587741911192600;1704587741913181900;Zenbook-Flip-14;6;2
$1;1704587741913189700;public void kieker.examples.monitoring.application.Bookstore.searchBook();<no-session-id>;7110480124176236551;1704587741908861300;1704587741913188500;Zenbook-Flip-14;4;1
$1;1704587741913194600;public static void kieker.examples.monitoring.application.Main.main(java.lang.String[]);<no-session-id>;7110480124176236551;1704587741908795500;1704587741913193500;Zenbook-Flip-14;0;0
