$0;1690401045692633808;1.15-SNAPSHOT;KIEKER;203b795dd534;1;false;0;NANOSECONDS;0
$1;1690401068571040003;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571035134;1690401068571035745;203b795dd534;65;5
$1;1690401068571055222;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571051305;1690401068571051966;203b795dd534;66;5
$1;1690401068571067836;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571023332;1690401068571061294;203b795dd534;64;4
$1;1690401068571078166;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571009666;1690401068571075010;203b795dd534;63;3
$1;1690401068571115366;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571111048;1690401068571111729;203b795dd534;69;5
$1;1690401068571166170;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571158686;1690401068571159687;203b795dd534;70;5
$1;1690401068571179535;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571099727;1690401068571176610;203b795dd534;68;4
$1;1690401068571192630;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571085910;1690401068571190025;203b795dd534;67;3
$1;1690401068571241884;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571234720;1690401068571235341;203b795dd534;73;5
$1;1690401068571263505;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571260299;1690401068571260890;203b795dd534;74;5
$1;1690401068571271810;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571221194;1690401068571269005;203b795dd534;72;4
$1;1690401068571281238;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571201898;1690401068571278543;203b795dd534;71;3
$1;1690401068571322196;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571318379;1690401068571318890;203b795dd534;77;5
$1;1690401068571337295;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571333858;1690401068571334389;203b795dd534;78;5
$1;1690401068571344448;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571307809;1690401068571342234;203b795dd534;76;4
$1;1690401068571352924;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571292560;1690401068571350650;203b795dd534;75;3
$1;1690401068571383282;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571380096;1690401068571380597;203b795dd534;81;5
$1;1690401068571394804;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571391949;1690401068571392480;203b795dd534;82;5
$1;1690401068571401597;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571370658;1690401068571399693;203b795dd534;80;4
$1;1690401068571408871;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571358986;1690401068571406877;203b795dd534;79;3
$1;1690401068571437044;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571433928;1690401068571434379;203b795dd534;85;5
$1;1690401068571446021;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571443456;1690401068571443937;203b795dd534;86;5
$1;1690401068571452403;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571425492;1690401068571450480;203b795dd534;84;4
$1;1690401068571460238;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571414552;1690401068571458204;203b795dd534;83;3
$1;1690401068571488432;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571485436;1690401068571485907;203b795dd534;89;5
$1;1690401068571498481;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571496086;1690401068571496447;203b795dd534;90;5
$1;1690401068571504723;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571476730;1690401068571502809;203b795dd534;88;4
$1;1690401068571512397;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571465949;1690401068571510404;203b795dd534;87;3
$1;1690401068571540811;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571537816;1690401068571538277;203b795dd534;93;5
$1;1690401068571569326;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571565067;1690401068571565699;203b795dd534;94;5
$1;1690401068571593862;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571529279;1690401068571591177;203b795dd534;92;4
$1;1690401068571604482;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571517938;1690401068571602118;203b795dd534;91;3
$1;1690401068571640180;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571636673;1690401068571637194;203b795dd534;97;5
$1;1690401068571652213;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571649428;1690401068571649919;203b795dd534;98;5
$1;1690401068571657713;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571625943;1690401068571655800;203b795dd534;96;4
$1;1690401068571666029;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571612137;1690401068571664025;203b795dd534;95;3
$1;1690401068571695195;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571692049;1690401068571692540;203b795dd534;101;5
$1;1690401068571704031;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571701567;1690401068571701997;203b795dd534;102;5
$1;1690401068571709351;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571683262;1690401068571707418;203b795dd534;100;4
$1;1690401068571716806;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571672011;1690401068571714892;203b795dd534;99;3
$1;1690401068571746171;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571743045;1690401068571743496;203b795dd534;105;5
$1;1690401068571756671;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571753986;1690401068571754397;203b795dd534;106;5
$1;1690401068571761741;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571734028;1690401068571759747;203b795dd534;104;4
$1;1690401068571769355;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571722917;1690401068571767251;203b795dd534;103;3
$1;1690401068571797278;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571794153;1690401068571794714;203b795dd534;109;5
$1;1690401068571805895;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571803520;1690401068571803921;203b795dd534;110;5
$1;1690401068571810413;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571785406;1690401068571808640;203b795dd534;108;4
$1;1690401068571818128;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571774796;1690401068571816104;203b795dd534;107;3
$1;1690401068571844268;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571841362;1690401068571841813;203b795dd534;113;5
$1;1690401068571854467;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571852022;1690401068571852473;203b795dd534;114;5
$1;1690401068571860008;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571833076;1690401068571857733;203b795dd534;112;4
$1;1690401068571881609;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571823729;1690401068571879294;203b795dd534;111;3
$1;1690401068571912938;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571907157;1690401068571907648;203b795dd534;117;5
$1;1690401068571921845;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571919451;1690401068571919921;203b795dd534;118;5
$1;1690401068571926975;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571898551;1690401068571924981;203b795dd534;116;4
$1;1690401068571935852;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571888041;1690401068571933888;203b795dd534;115;3
$1;1690401068571963384;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571960378;1690401068571960929;203b795dd534;121;5
$1;1690401068571973443;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068571970978;1690401068571971409;203b795dd534;122;5
$1;1690401068571978713;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068571951742;1690401068571976799;203b795dd534;120;4
$1;1690401068571985927;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571941683;1690401068571984053;203b795dd534;119;3
$1;1690401068572015293;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068572011736;1690401068572012247;203b795dd534;125;5
$1;1690401068572024149;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068572021775;1690401068572022196;203b795dd534;126;5
$1;1690401068572029039;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068572002929;1690401068572027245;203b795dd534;124;4
$1;1690401068572036723;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068571991628;1690401068572034529;203b795dd534;123;3
$1;1690401068572063594;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068572060609;1690401068572061090;203b795dd534;129;5
$1;1690401068572073964;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068572071489;1690401068572071960;203b795dd534;130;5
$1;1690401068572080186;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068572052153;1690401068572076950;203b795dd534;128;4
$1;1690401068572087790;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068572042534;1690401068572085756;203b795dd534;127;3
$1;1690401068572110083;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getProductImages(java.util.HashMap);<no-session-id>;6550907870475452422;1690401068569771120;1690401068572107918;203b795dd534;50;2
$1;1690401068584908171;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068584889455;1690401068584890597;203b795dd534;135;5
$1;1690401068584929341;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452422;1690401068584926596;1690401068584926996;203b795dd534;136;5
$1;1690401068584936835;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452422;1690401068584825774;1690401068584934781;203b795dd534;134;4
$1;1690401068584964528;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452422;1690401068584778294;1690401068584962163;203b795dd534;133;3
$1;1690401068584986349;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getWebUIImages(java.util.HashMap);<no-session-id>;6550907870475452422;1690401068584674787;1690401068584984435;203b795dd534;132;2
$1;1690401070419062104;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452424;1690401070419047306;1690401070419048127;203b795dd534;13;5
$1;1690401070419111167;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452424;1690401070419106879;1690401070419107620;203b795dd534;14;5
$1;1690401070419120364;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452424;1690401070419006388;1690401070419118020;203b795dd534;12;4
$1;1690401070419144761;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452424;1690401070418969929;1690401070419142386;203b795dd534;11;3
$1;1690401070419162244;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getWebUIImages(java.util.HashMap);<no-session-id>;6550907870475452424;1690401070418902471;1690401070419160421;203b795dd534;10;2
$1;1690401070657978479;public tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.storage.DriveStorage.loadData(long);<no-session-id>;6550907870475452424;1690401070657739325;1690401070657963450;203b795dd534;76;5
$1;1690401070658064753;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452424;1690401070657694399;1690401070658059403;203b795dd534;75;4
$1;1690401070661474962;private tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.ImageProvider.scaleAndRegisterImg(java.awt.image.BufferedImage, tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452424;1690401070660154204;1690401070661465134;203b795dd534;77;4
$1;1690401070661532662;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452424;1690401070657641329;1690401070661528414;203b795dd534;74;3
$1;1690401070661780883;public tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.storage.DriveStorage.loadData(long);<no-session-id>;6550907870475452424;1690401070661606382;1690401070661773810;203b795dd534;80;5
$1;1690401070661817793;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452424;1690401070661584540;1690401070661814978;203b795dd534;79;4
$1;1690401070665772334;private tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.ImageProvider.scaleAndRegisterImg(java.awt.image.BufferedImage, tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452424;1690401070664324234;1690401070665756464;203b795dd534;81;4
$1;1690401070665848148;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452424;1690401070661549163;1690401070665840704;203b795dd534;78;3
$1;1690401070666057165;public tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.storage.DriveStorage.loadData(long);<no-session-id>;6550907870475452424;1690401070665948760;1690401070666051555;203b795dd534;84;5
$1;1690401070666099446;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452424;1690401070665916779;1690401070666096630;203b795dd534;83;4
$1;1690401070669156592;private tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.ImageProvider.scaleAndRegisterImg(java.awt.image.BufferedImage, tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452424;1690401070667944941;1690401070669146784;203b795dd534;85;4
$1;1690401070669218821;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452424;1690401070665872014;1690401070669213711;203b795dd534;82;3
$1;1690401070669253757;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getProductImages(java.util.HashMap);<no-session-id>;6550907870475452424;1690401070657115697;1690401070669250972;203b795dd534;73;2
$1;1690401075564386830;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452426;1690401075564367944;1690401075564368756;203b795dd534;13;5
$1;1690401075564450761;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452426;1690401075564444920;1690401075564445962;203b795dd534;14;5
$1;1690401075564463275;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452426;1690401075564317057;1690401075564460780;203b795dd534;12;4
$1;1690401075564493322;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452426;1690401075564279927;1690401075564490998;203b795dd534;11;3
$1;1690401075564514512;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getWebUIImages(java.util.HashMap);<no-session-id>;6550907870475452426;1690401075564208922;1690401075564512448;203b795dd534;10;2
$1;1690401075682555977;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452426;1690401075682541760;1690401075682542581;203b795dd534;76;5
$1;1690401075682623004;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452426;1690401075682600271;1690401075682601002;203b795dd534;77;5
$1;1690401075682635929;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452426;1690401075682515320;1690401075682632993;203b795dd534;75;4
$1;1690401075682659343;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452426;1690401075682476316;1690401075682657129;203b795dd534;74;3
$1;1690401075682709599;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452426;1690401075682706152;1690401075682706763;203b795dd534;80;5
$1;1690401075682724697;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452426;1690401075682721772;1690401075682722213;203b795dd534;81;5
$1;1690401075682732783;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452426;1690401075682690973;1690401075682730468;203b795dd534;79;4
$1;1690401075682748503;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452426;1690401075682669072;1690401075682746248;203b795dd534;78;3
$1;1690401075682842296;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452426;1690401075682834260;1690401075682836074;203b795dd534;84;5
$1;1690401075682860631;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;6550907870475452426;1690401075682857374;1690401075682857976;203b795dd534;85;5
$1;1690401075682869858;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;6550907870475452426;1690401075682769683;1690401075682865440;203b795dd534;83;4
$1;1690401075682882232;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;6550907870475452426;1690401075682755576;1690401075682879977;203b795dd534;82;3
$1;1690401075682900566;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getProductImages(java.util.HashMap);<no-session-id>;6550907870475452426;1690401075682058429;1690401075682898833;203b795dd534;73;2
